"year","age","sex","join_variable","rate","age_cohort","location","assumption"
2021,61,"female","2021_61",0.00402810192043633,57,"Western Australia","high"
2022,62,"female","2022_62",0.00426909965220748,57,"Western Australia","high"
2023,63,"female","2023_63",0.00451015547788602,57,"Western Australia","high"
2024,64,"female","2024_64",0.0047613171017105,57,"Western Australia","high"
2025,65,"female","2025_65",0.00505274363665151,57,"Western Australia","high"
2026,66,"female","2026_66",0.00541463270149884,57,"Western Australia","high"
2027,67,"female","2027_67",0.00582694371051273,57,"Western Australia","high"
2028,68,"female","2028_68",0.00630986539603873,57,"Western Australia","high"
2029,69,"female","2029_69",0.00687356894317229,57,"Western Australia","high"
2030,70,"female","2030_70",0.00754841775732962,57,"Western Australia","high"
2031,71,"female","2031_71",0.00830438616361529,57,"Western Australia","high"
2032,72,"female","2032_72",0.00917193388271052,57,"Western Australia","high"
2033,73,"female","2033_73",0.0101917599948381,57,"Western Australia","high"
2034,74,"female","2034_74",0.0113845588666381,57,"Western Australia","high"
2035,75,"female","2035_75",0.0127306924788185,57,"Western Australia","high"
2036,76,"female","2036_76",0.0142814968257695,57,"Western Australia","high"
2037,77,"female","2037_77",0.0160988945897493,57,"Western Australia","high"
2038,78,"female","2038_78",0.0182250722906737,57,"Western Australia","high"
2039,79,"female","2039_79",0.0207232509401111,57,"Western Australia","high"
2040,80,"female","2040_80",0.023708846646807,57,"Western Australia","high"
2041,81,"female","2041_81",0.0272684271541938,57,"Western Australia","high"
2042,82,"female","2042_82",0.0315216273229558,57,"Western Australia","high"
2043,83,"female","2043_83",0.0365187667004202,57,"Western Australia","high"
2044,84,"female","2044_84",0.0422918241908433,57,"Western Australia","high"
2045,85,"female","2045_85",0.0488541662175193,57,"Western Australia","high"
2046,86,"female","2046_86",0.0561048513847725,57,"Western Australia","high"
2047,87,"female","2047_87",0.0642825538999798,57,"Western Australia","high"
2048,88,"female","2048_88",0.0735173773583974,57,"Western Australia","high"
2049,89,"female","2049_89",0.0840013661662842,57,"Western Australia","high"
2050,90,"female","2050_90",0.0957732870219207,57,"Western Australia","high"
2051,91,"female","2051_91",0.109636310520615,57,"Western Australia","high"
2052,92,"female","2052_92",0.122224132745374,57,"Western Australia","high"
2053,93,"female","2053_93",0.138549677465276,57,"Western Australia","high"
2054,94,"female","2054_94",0.157227073744822,57,"Western Australia","high"
2055,95,"female","2055_95",0.177142988753526,57,"Western Australia","high"
2056,96,"female","2056_96",0.195017814255193,57,"Western Australia","high"
2057,97,"female","2057_97",0.212611706404802,57,"Western Australia","high"
2058,98,"female","2058_98",0.230419960284986,57,"Western Australia","high"
2059,99,"female","2059_99",0.245389160261529,57,"Western Australia","high"
2060,100,"female","2060_100",0.264968652944886,57,"Western Australia","high"
2017,62,"female","2017_62",0.00450011032492341,62,"Western Australia","high"
2018,63,"female","2018_63",0.00478141275703052,62,"Western Australia","high"
2019,64,"female","2019_64",0.00507284514929092,62,"Western Australia","high"
2020,65,"female","2020_65",0.00542468704522684,62,"Western Australia","high"
2021,66,"female","2021_66",0.00580682703378703,62,"Western Australia","high"
2022,67,"female","2022_67",0.00626961301359537,62,"Western Australia","high"
2023,68,"female","2023_68",0.00679302040760183,62,"Western Australia","high"
2024,69,"female","2024_69",0.00741744132786214,62,"Western Australia","high"
2025,70,"female","2025_70",0.00813298323018899,62,"Western Australia","high"
2026,71,"female","2026_71",0.0089398415694743,62,"Western Australia","high"
2027,72,"female","2027_72",0.00985843507571437,62,"Western Australia","high"
2028,73,"female","2028_73",0.0109497300862567,62,"Western Australia","high"
2029,74,"female","2029_74",0.012224414622723,62,"Western Australia","high"
2030,75,"female","2030_75",0.0136629139691833,62,"Western Australia","high"
2031,76,"female","2031_76",0.0153065498173882,62,"Western Australia","high"
2032,77,"female","2032_77",0.0171665049219101,62,"Western Australia","high"
2033,78,"female","2033_78",0.0193357363067424,62,"Western Australia","high"
2034,79,"female","2034_79",0.0218980211012161,62,"Western Australia","high"
2035,80,"female","2035_80",0.0249794037110138,62,"Western Australia","high"
2036,81,"female","2036_81",0.0286670000153861,62,"Western Australia","high"
2037,82,"female","2037_82",0.0331432185932542,62,"Western Australia","high"
2038,83,"female","2038_83",0.0383874604047955,62,"Western Australia","high"
2039,84,"female","2039_84",0.0444640353734171,62,"Western Australia","high"
2040,85,"female","2040_85",0.0513564542768312,62,"Western Australia","high"
2041,86,"female","2041_86",0.0589859651479263,62,"Western Australia","high"
2042,87,"female","2042_87",0.0675831513237964,62,"Western Australia","high"
2043,88,"female","2043_88",0.0772914957302339,62,"Western Australia","high"
2044,89,"female","2044_89",0.0883176843831865,62,"Western Australia","high"
2045,90,"female","2045_90",0.100693644682678,62,"Western Australia","high"
2046,91,"female","2046_91",0.115264958674968,62,"Western Australia","high"
2047,92,"female","2047_92",0.129653208226871,62,"Western Australia","high"
2048,93,"female","2048_93",0.147537594557012,62,"Western Australia","high"
2049,94,"female","2049_94",0.168004536199162,62,"Western Australia","high"
2050,95,"female","2050_95",0.190131978885932,62,"Western Australia","high"
2051,96,"female","2051_96",0.210424778906435,62,"Western Australia","high"
2052,97,"female","2052_97",0.230319235063305,62,"Western Australia","high"
2053,98,"female","2053_98",0.250245000322886,62,"Western Australia","high"
2054,99,"female","2054_99",0.264369273154706,62,"Western Australia","high"
2055,100,"female","2055_100",0.287722073251802,62,"Western Australia","high"
2017,67,"female","2017_67",0.00673261326343182,67,"Western Australia","high"
2018,68,"female","2018_68",0.00731670190037986,67,"Western Australia","high"
2019,69,"female","2019_69",0.00800193021905853,67,"Western Australia","high"
2020,70,"female","2020_70",0.00878850603307935,67,"Western Australia","high"
2021,71,"female","2021_71",0.00960599014523503,67,"Western Australia","high"
2022,72,"female","2022_72",0.0105858327417242,67,"Western Australia","high"
2023,73,"female","2023_73",0.0117487470345481,67,"Western Australia","high"
2024,74,"female","2024_74",0.0131055031784802,67,"Western Australia","high"
2025,75,"female","2025_75",0.0146467417468382,67,"Western Australia","high"
2026,76,"female","2026_76",0.0163834792505241,67,"Western Australia","high"
2027,77,"female","2027_77",0.0183472868180593,67,"Western Australia","high"
2028,78,"female","2028_78",0.0206211622044935,67,"Western Australia","high"
2029,79,"female","2029_79",0.0232993336544035,67,"Western Australia","high"
2030,80,"female","2030_80",0.0265082598807961,67,"Western Australia","high"
2031,81,"female","2031_81",0.0303251958461126,67,"Western Australia","high"
2032,82,"female","2032_82",0.0349331180401159,67,"Western Australia","high"
2033,83,"female","2033_83",0.0403533543492161,67,"Western Australia","high"
2034,84,"female","2034_84",0.0466724081984307,67,"Western Australia","high"
2035,85,"female","2035_85",0.0539177879915399,67,"Western Australia","high"
2036,86,"female","2036_86",0.0620137111544605,67,"Western Australia","high"
2037,87,"female","2037_87",0.0710449756130823,67,"Western Australia","high"
2038,88,"female","2038_88",0.0812534403145932,67,"Western Australia","high"
2039,89,"female","2039_89",0.0928611810512876,67,"Western Australia","high"
2040,90,"female","2040_90",0.105871757430745,67,"Western Australia","high"
2041,91,"female","2041_91",0.121196354406529,67,"Western Australia","high"
2042,92,"female","2042_92",0.137539414022062,67,"Western Australia","high"
2043,93,"female","2043_93",0.157098353284527,67,"Western Australia","high"
2044,94,"female","2044_94",0.17953344718632,67,"Western Australia","high"
2045,95,"female","2045_95",0.204101016736894,67,"Western Australia","high"
2046,96,"female","2046_96",0.227063725164835,67,"Western Australia","high"
2047,97,"female","2047_97",0.249526028421689,67,"Western Australia","high"
2048,98,"female","2048_98",0.271821846741183,67,"Western Australia","high"
2049,99,"female","2049_99",0.284846097632573,67,"Western Australia","high"
2050,100,"female","2050_100",0.312494025496275,67,"Western Australia","high"
2017,72,"female","2017_72",0.011344101700657,72,"Western Australia","high"
2018,73,"female","2018_73",0.0125990355765152,72,"Western Australia","high"
2019,74,"female","2019_74",0.0140786406095595,72,"Western Australia","high"
2020,75,"female","2020_75",0.0157432776159597,72,"Western Australia","high"
2021,76,"female","2021_76",0.0175124517512982,72,"Western Australia","high"
2022,77,"female","2022_77",0.0195804519789435,72,"Western Australia","high"
2023,78,"female","2023_78",0.0219695734289972,72,"Western Australia","high"
2024,79,"female","2024_79",0.0247538644662293,72,"Western Australia","high"
2025,80,"female","2025_80",0.0280908801665256,72,"Western Australia","high"
2026,81,"female","2026_81",0.0320480979688938,72,"Western Australia","high"
2027,82,"female","2027_82",0.036798848237098,72,"Western Australia","high"
2028,83,"female","2028_83",0.0423857164964378,72,"Western Australia","high"
2029,84,"female","2029_84",0.0488646669446949,72,"Western Australia","high"
2030,85,"female","2030_85",0.0562635202590325,72,"Western Australia","high"
2031,86,"female","2031_86",0.0645491878611271,72,"Western Australia","high"
2032,87,"female","2032_87",0.0739695202001744,72,"Western Australia","high"
2033,88,"female","2033_88",0.0847194599845425,72,"Western Australia","high"
2034,89,"female","2034_89",0.0970506936200965,72,"Western Australia","high"
2035,90,"female","2035_90",0.110976254443462,72,"Western Australia","high"
2036,91,"female","2036_91",0.127424364255666,72,"Western Australia","high"
2037,92,"female","2037_92",0.145904770973408,72,"Western Australia","high"
2038,93,"female","2038_93",0.167283201817588,72,"Western Australia","high"
2039,94,"female","2039_94",0.191875046399028,72,"Western Australia","high"
2040,95,"female","2040_95",0.219101730487878,72,"Western Australia","high"
2041,96,"female","2041_96",0.245031351072239,72,"Western Australia","high"
2042,97,"female","2042_97",0.270379299214819,72,"Western Australia","high"
2043,98,"female","2043_98",0.295297664263829,72,"Western Australia","high"
2044,99,"female","2044_99",0.30696003740732,72,"Western Australia","high"
2045,100,"female","2045_100",0.339466715601542,72,"Western Australia","high"
2017,77,"female","2017_77",0.0208559818793773,77,"Western Australia","high"
2018,78,"female","2018_78",0.0233914594573707,77,"Western Australia","high"
2019,79,"female","2019_79",0.026343975339602,77,"Western Australia","high"
2020,80,"female","2020_80",0.0298511449695159,77,"Western Australia","high"
2021,81,"female","2021_81",0.033825692484097,77,"Western Australia","high"
2022,82,"female","2022_82",0.0387304333600633,77,"Western Australia","high"
2023,83,"female","2023_83",0.0444640353734171,77,"Western Australia","high"
2024,84,"female","2024_84",0.0511143630283,77,"Western Australia","high"
2025,85,"female","2025_85",0.0586571834931019,77,"Western Australia","high"
2026,86,"female","2026_86",0.0671124976413355,77,"Western Australia","high"
2027,87,"female","2027_87",0.0767622608942298,77,"Western Australia","high"
2028,88,"female","2028_88",0.0877935009506688,77,"Western Australia","high"
2029,89,"female","2029_89",0.100494595693853,77,"Western Australia","high"
2030,90,"female","2030_90",0.114883493394902,77,"Western Australia","high"
2031,91,"female","2031_91",0.131636047070089,77,"Western Australia","high"
2032,92,"female","2032_92",0.151032213966954,77,"Western Australia","high"
2033,93,"female","2033_93",0.173901108485811,77,"Western Australia","high"
2034,94,"female","2034_94",0.200941843330523,77,"Western Australia","high"
2035,95,"female","2035_95",0.232285209231493,77,"Western Australia","high"
2036,96,"female","2036_96",0.2644734873149,77,"Western Australia","high"
2037,97,"female","2037_97",0.293002869486274,77,"Western Australia","high"
2038,98,"female","2038_98",0.320866639842825,77,"Western Australia","high"
2039,99,"female","2039_99",0.330854048238578,77,"Western Australia","high"
2040,100,"female","2040_100",0.368877666665908,77,"Western Australia","high"
2017,82,"female","2017_82",0.0406970023321042,82,"Western Australia","high"
2018,83,"female","2018_83",0.0466514528438129,82,"Western Australia","high"
2019,84,"female","2019_84",0.0535168172148265,82,"Western Australia","high"
2020,85,"female","2020_85",0.0612692045152339,82,"Western Australia","high"
2021,86,"female","2021_86",0.0697360046848974,82,"Western Australia","high"
2022,87,"female","2022_87",0.0795953077717999,82,"Western Australia","high"
2023,88,"female","2023_88",0.0909208271228028,82,"Western Australia","high"
2024,89,"female","2024_89",0.103983686144952,82,"Western Australia","high"
2025,90,"female","2025_90",0.118828582049571,82,"Western Australia","high"
2026,91,"female","2026_91",0.135854087994168,82,"Western Australia","high"
2027,92,"female","2027_92",0.155286324427552,82,"Western Australia","high"
2028,93,"female","2028_93",0.177823687391542,82,"Western Australia","high"
